"OB","KODE_OBJECT","NAMA","HARGA_SATUAN"
"OB","00924","THERMOMETER DIGITAL (DO)","25000.0"
"OB","00925","THERMOMETER RUANGAN (DO)","8266.666666666666"
"OB","00926","THIAMIN VIT B 1 (DO)","7953.0"
"OB","00927","TISACEF 500 MG (DO)","330000.0"
"OB","00928","TISMALIN (DO)","88000.0"
"OB","00929","TISON 4MG (DO)","110000.0"
"OB","00930","TOPAMAX SPRINKLE CAP 15 MG (DO)","300985.0"
"OB","00931","TRANSBRONCHO 30 MG (DO)","83600.0"
"OB","00932","TRANSBRONCHO SYR 15/5 100 ML (DO)","19855.0"
"OB","00933","TRANSBRONCHO SYR 30/5 60 ML (DO)","25000.0"
"OB","00934","TRIPAN BLUE 0,6 MG/ML (DO)","44000.0"
"OB","00935","TROMBOPHOP GEL (DO)","52543.0"
"OB","00936","URISPAS (DO)","138600.0"
"OB","00937","VAKSIN VERORAB 0,5 (DO)","126500.0"
"OB","00938","VALISANBE 2 MG (DO)","15500.0"
"OB","00939","VERBAN  4X10 (DO)","660.0"
"OB","00940","VERBAN 4X5 CM (DO)","3300.0"
"OB","00941","VERBAN LEBAR 4 X 10 CM (DO)","660.0"
"OB","00942","VISINE ORIGIONIL (DO)","8600.0"
"OB","00943","VITAMIN C  MANIS (DO)","21000.0"
"OB","00944","VITROLENTA MD (DO)","25190.0"
"OB","00945","XEPABION TAB (DO)","132000.0"
"OB","00946","XEPAMET (DO)","140030.0"
"OB","00947","XEPANEURON (DO)","96525.0"
"OB","00948","XEPAPRIM FORTE (DO)","165000.0"
"OB","00949","XEPAPRIM SYR (DO)","21000.0"
"OB","00950","XEPATRITIS 50 MG (DO)","145090.0"
"OB","00951","XEPAVIT KAPSUL (DO)","192317.0"
"OB","00952","XITROL MD (DO)","21450.0"
"OB","00953","XYTROL MINIDOSE 0,3ML (DO)","21450.0"
"OB","00954","ZENRIS (DO)","118800.0"
"OB","00955","ZEPANZYM (DO)","82500.0"
"OB","00956","ZESTAM (DO)","50160.0"
"OB","00957","ZINC DIAR (DO)","61000.0"
"OB","00958","Aludona D Tablet","42900.0"
"OB","00959","Fevrin Syrup 60 ml","7700.0"
"OB","00960","Cystelis Tablet","33075.0"
"OB","00961","bicolax tablet","8700.0"
"OB","00962","hexadol mint 100ml ","17100.0"
"OB","00963","REGIT DROP 10ML","28800.0"
"OB","00964","Regit Syrup 60ml","28800.0"
"OB","00965","Lanarif 450mg","342000.0"
"OB","00966","Opiclam Gel 10Gr/Tube","14250.0"
"OB","00967","Cebex Kapsul","135000.0"
"OB","00968","Dextrosin Syrup 60ml","10120.0"
"OB","00969","Mucera Syrup","15300.0"
"OB","00970","Phalecarps Tab","237500.0"
"OB","00971","Folamil Genio Soft Caps","88350.0"
"OB","00972","IMUNOGARD","219450.0"
"OB","00973","REBONE","282150.0"
"OB","00974","ASTRIA 4MG SOFT CAPSULE","108000.0"
"OB","00975","LANAKELOID E CREAM 10GR","45000.0"
"OB","00976","Recustein Dry Syrup 60ml","29700.0"
"OB","00977","Trogyl Tabl.500mg","67500.0"
"OB","00978","Tracrium Inj 2.5ml 5 ampul","202000.0"
"OB","00979","Floxigra 500mg","48000.0"
"OB","00980","Prednizone Tab","96266.35"
"OB","00981","Mofen 200mg Tablet","82101.25"
"OB","00982","Cataflam 25mg","114012.48"
"OB","00983","Cataflam 50mg ","217590.72"
"OB","00984","Prolibi","836000.0"
"OB","00985","Belvas 5mg Tablet","17613.0"
"OB","00986","Laproton Institusi","39900.0"
"OB","00987","Vercure Tablet 6mg","60391.96428571428"
"OB","00988","Bioralit 200ml Serbuk ","22500.0"
"OB","00989","Cefadroxil 125mg/5mg Syrup Kering","7260.825"
"OB","00990","Dumin Rectal Tube 250mg","70300.0"
"OB","00991","Minyak Angin 27ml","21700.0"
"OB","00992","Insto","11000.0"
"OB","00993","Slimming Tea","16320.0"
"OB","00994","BIOPLACENTON CREAM","12650.0"
"OB","00995","Vigamox 3ml","122100.0"
"OB","00996","Azopt 5ml","161250.0"
"OB","00997","Duotrav Bak Free 2.5ml","404800.0"
"OB","00998","Piralen Inj 5 amp","27617.647058823528"
"OB","00999","Durol Tonic 225ml ","16100.0"
"OB","01000","Difloxin","264250.0"
"OB","01001","Hi-Bone","79800.0"
"OB","01002","Hi-Bone 600 Salut Selaput","92625.0"
"OB","01003","Ponconeuron Tablet ","61800.0"
"OB","01004","Fludane","49000.0"
"OB","01005","Poncolin Syrup","6750.0"
"OB","01006","Lanturol 400mg","342000.0"
"OB","01007","Folas","61200.0"
"OB","01008","Orasic Kapsul ","121500.0"
"OB","01009","Valeptik Syrup","63000.0"
"OB","01010","Opilax Syrup","34200.0"
"OB","01011","Duphaston 10mg","291200.0"
"OB","01012","Callusol","24500.0"
"OB","01013","Nichostan 500mg","11690.0"
"OB","01014","Dexamethasone 5mg/ml Inj","200000.0"
"OB","01015","Trifedrin Tablet","32400.0"
"OB","01016","Cygest 400mg Pessary","285000.0"
"OB","01017","Seretide Diskus 500","137045.625"
"OB","01018","Pronalges Tab 50mg","109250.0"
"OB","01019","Sibelium 5mg Tablet","745350.0"
"OB","01020","Magtral Suspensi Mint 120ml","19950.68493150685"
"OB","01021","Glyceril  Guaiacolat Tabl 100mg","8200.0"
"OB","01022","Nonflamin Caps","256595.0"
"OB","01023","ECG Cardiocare 2000 12 ch ( Bionet )","1.272746E7"
"OB","01024","Sytnocinon 1 ml","0.0"
"OB","01025","Lameson Tab 4mg","294937.5"
"OB","01026","Methylergometrin 0.125 mg","13365.0"
"OB","01027","Strip Cholesterol ","155000.0"
"OB","01028","Paracetamol","12000.0"
"OB","01029","Erphaseptan Solution 1 ltr","179025.0"
"OB","01030","Erphaseptan Solution 1 ltr","179025.0"
"OB","01031","Erphaseptan Solution 15ml","5582.5"
"OB","01032","Gentamicin 0.1 Salep Kulit ( INF )","1668.32"
"OB","01033","OPITHROCIN DRY SYRUP","22500.0"
"OB","01034","LANABAL ","166500.0"
"OB","01035","Counterpain Cream 15gr","20200.0"
"OB","01036","Glucobay 50mg","75558.0"
"OB","01037","Betasin Cream 10 GR","27750.0"
"OB","01038","Antalgin 500mg Tab ( INF )","13532.0"
"OB","01039","Saccharin Tablet","2500.0"
"OB","01040","Vitamin C Manis","22000.0"
"OB","01041","FILM DI-HL 35X43","2095739.1956133728"
"OB","01042","Eprex Protecs 2000IU","187425.0"
"OB","01043","VALISANBE 2MG","15500.0"
"OB","01044","WILLI RUSH FACEMASK SILICON TRANSPARANT NO.2","475200.0"
"OB","01045","ASSUCRYL 1 HRG-50 100CM 43437H","43044.4"
"OB","01046","PLAIN O HRG-38 90CM 224N","29761.899999999998"
"OB","01047","PLAIN 3/0 TS-24 75CM 1804","23674.7"
"OB","01048","Primpen 10mg","110000.0"
"OB","01049","Renapar Tab","210000.0"
"OB","01050","Cough EN Plus Syrup ","13627.384615384615"
"OB","01051","Syntocinon Amp 1ml","121425.6"
"OB","01052","Dextrosin Anak Syrup","18000.0"
"OB","01053","Letonal Tab 25mg","117000.0"
"OB","01054","Opivask Tablet 5mg","121500.0"
"OB","01055","Dansera Tab","450000.0"
"OB","01056","Zitrolin Kaplet","135000.0"
"OB","01057","Piralen Tablet 10Mg","46630.434782608696"
"OB","01058","Etason Inj 1ml 5 Amp","27900.0"
"OB","01059","Dettol Hand Sanitaizer 50ml","13500.0"
"OB","01060","Rocer","209000.0"
"OB","01061","Tramifen Kaplet ","181235.29411764705"
"OB","01062","Ottopain Ear Drops 8 ml","31112.5"
"OB","01063","Ottopan Syrup 60ml","9961.111111111111"
"OB","01064","Ottopan Oral Drops 15ml","16380.0"
"OB","01065","Biolincom Syr 60ml","40500.0"
"OB","01066","Reucid 300mg ","57000.0"
"OB","01067","Reucid 100mg","47500.0"
"OB","01068","Speculum Vaginal Uk M","7000.06936716541"
"OB","01069","Folley Catheter 2 Way No.22 ( GEA )","8393.4504"
"OB","01070","Pincet Anatomi 14 Cm","9697.0"
"OB","01071","Endrometril 5mg tab","373737.0"
"OB","01072","Primperan Inj 6 amp","59000.0"
"OB","01073","Karmi Blood Bag Single KBS350","28967.664092664094"
"OB","01074","Laparatomy Sponges Hospilab X-Ray 170x12cm","32794.62090163935"
"OB","01075","Forres 50 mg","190000.0"
"OB","01076","Mediflex Cream30gr","75000.0"
"OB","01077","Neciblok Susp 100ml","42750.0"
"OB","01078","Provelyn 75mg 14 kapsul","124000.0"
"OB","01079","Zegavit 50 Kaplet","115000.0"
"OB","01080","Kolkatriol","179463.0"
"OB","01081","Livron B Plex","20000.0"
"OB","01082","Mucopect 15/5 ml STD Syrup","44528.0"
"OB","01083","Mucopect 7.5mg/ml Drop","55660.0"
"OB","01084","Travatan Bak Free","335500.0"
"OB","01085","Duk Lubang 30x30cm","16500.0"
"OB","01086","Vomilat 3x10 Tablet","23750.0"
"OB","01087","Dextrofort Tablet","32015.0"
"OB","01088","3M Indicator Tape 18mmx56m","122500.0"
"OB","01089","Infusion Set Dewasa OM","2200.0"
"OB","01090","Molexdine Solution 60ml","11000.0"
"OB","01091","Lantulos 60ml","36000.0"
"OB","01092","Musin Suspensi 120ml","41400.0"
"OB","01093","Mucera Forte Syrup ","20700.0"
"OB","01094","Gerdillium Film Coated Caplet","153000.0"
"OB","01095","Musin Tablet ","67500.0"
"OB","01096","Ottogenta Cream 5gr","7200.0"
"OB","01097","Biosan","227109.375"
"OB","01098","Bio E Soft Capsule ","71998.125"
"OB","01099","Conucol dry Syrup 125mg","14850.0"
"OB","01100","Propylthlouracyl 100mg","26525.85"
"OB","01101","Clindamycin 150mg kapsul","32000.0"
"OB","01102","Acyclovir 5% Cream ","2588.385110331384"
"OB","01103","Acyclovir 400mg Tab","47671.18125"
"OB","01104","Tequinol Tab 500mg","360000.0"
"OB","01105","Piroksikam 10mg Tab","8820.0"
"OB","01106","Piroksikam 20mg Tab","9545.0"
"OB","01107","Betametason Cream 5gr","2547.12271"
"OB","01108","Hydrocortisone 2.5% Cream","2727.0"
"OB","01109","Spectrem Syrup 60ml","12250.0"
"OB","01110","Transamin Kapsul 250mg","117300.0"
"OB","01111","Merislon 6mg","357737.0"
"OB","01112","Aspilets thrombo tab","94080.0"
"OB","01113","WILLI RUSH Facemask Silicon Transparant No. 0","475200.0"
"OB","01114","WILLI RUSH Facemask Silicon Transparant No. 3","475200.0"
"OB","01115","WILLI RUSH Facemask Silicon Transparatn No.5","475200.0"
"OB","01116","Benzolac 2.5gr","9796.875"
"OB","01117","Amoxsan Dry Syrup ","19699.875"
"OB","01118","Amoxsan Forte DS","28094.625"
"OB","01119","Neurosanbe Inj","43485.0"
"OB","01120","Elkana Tablet","63375.0"
"OB","01121","Sanmol Forte Tablet","31200.0"
"OB","01122","Neosanmag Fast","14352.0"
"OB","01123","Vertigosan Tablet","115000.0"
"OB","01124","Cerini Syrup","35000.0"
"OB","01125","Cerini Kaplet","58987.5"
"OB","01126","Sagestan Cream","10505.625"
"OB","01127","Bufect Forte Susp","17569.5"
"OB","01128","Perifas Tablet","142500.0"
"OB","01129","Magtral Forte Suspensi Mint 120ml","24700.0"
"OB","01130","Folac tablet","63000.0"
"OB","01131","Viopor M","108000.0"
"OB","01132","Fevrin Tablet ","29250.0"
"OB","01133","Poncosolvon Tablet","27300.0"
"OB","01134","Lysmin Syrup 60ml","12800.0"
"OB","01135","Scopamin tablet","117364.28571428571"
"OB","01136","Pap Smear Kit Steril Uk L","15000.0"
"OB","01137","Pap Smear Kit Steril UK M","15000.0"
"OB","01138","Dextamine","428216.8"
"OB","01139","Nald Hecting SE ME 21","86520.0"
"OB","01140","Nald Hecting SE TH 21","0.0"
"OB","01141","Prednicort 4","103500.0"
"OB","01142","Plasmin Dus","290700.0"
"OB","01143","Syncore","90000.0"
"OB","01144","Betamin Dragee 100","17500.0"
"OB","01145","Kaflam 25mg","52250.0"
"OB","01146","Scantipid Cap","19000.0"
"OB","01147","Scanneuron 5000","86673.75"
"OB","01148","Scanneuron Cap","83730.0"
"OB","01149","Osimax","63315.0"
"OB","01150","Salaf 88","82500.0"
"OB","01151","Vitamin C","39600.0"
"OB","01152","Enervon C Tablet","87703.05"
"OB","01153","Vicks VapoRub","63600.0"
"OB","01154","OBH NBF","6500.0"
"OB","01155","Komix OBH + Mint","19500.0"
"OB","01156","FG Troches 300","297000.0"
"OB","01157","Ramolit Sachet 25","12500.0"
"OB","01158","Codecon Syrup 60ml","12223.75"
"OB","01159","Trogyl Tab 500mg","67916.66666666667"
"OB","01160","Tamoxifen Tab 20mg","105750.0"
"OB","01161","Tensi Digital Lengan","440999.8824"
"OB","01162","Mucera Tablet","72000.0"
"OB","01163","lanakeloid Kaplet 30mg","540000.0"
"OB","01164","Elsazym Anak ","95000.0"
"OB","01165","Plain 1 HRG 40 90cm REF 229N","29761.900000000005"
"OB","01166","Plain 2/0 HR 27 75 cm REF 210","23449.183333333334"
"OB","01167","Lanagogum Kapsul ","337500.0"
"OB","01168","Mucera Drops ","30400.0"
"OB","01169","Mecobalamin Caps 500mcg","70000.0"
"OB","01170","Pengukur Panjang Bayi Kayu","63640.0"
"OB","01171","Vastigo Tablet","90000.0"
"OB","01172","Scopamin Inj","61750.0"
"OB","01173","Rofiden Injeksi ","104500.0"
"OB","01174","Kapsul Kosong No 2","36364.0"
"OB","01175","Kapsul Kosong 00","68181.8181"
"OB","01176","Yafix Tablet","370500.0"
"OB","01177","Profenal","114000.0"
"OB","01178","Poncodryl Syrup 60ml","10010.0"
"OB","01179","Pomcodryl DMP Syrup 60ml","0.0"
"OB","01180","Poncodryl DMP Syrup 60ml","9900.0"
"OB","01181","Recustein Kapsul","72000.0"
"OB","01182","Lantipain 30","172800.0"
"OB","01183","Vicanatal Plus Caplet","74750.0"
"OB","01184","Poncolin D Syrup 60ml","7500.0"
"OB","01185","Poncobex Caplet","73800.0"
"OB","01186","Alerdex Tablet","44200.0"
"OB","01187","Opimox 500mg kaplet","237500.0"
"OB","01188","Opiclam Kapsul 150","156750.0"
"OB","01189","Dextafen kaplet","104500.0"
"OB","01190","Leukofix 21x21 (0.5x5.5)","13109.0"
"OB","01191","Benzolac 5 gr","12958.59375"
"OB","01192","Biostrum Syrup","41800.0"
"OB","01193","Polypropylene 2/0 HR-27 75cm REF 9255","30746.1"
"OB","01194","Polypropylene 3/0 HR-22 75cm 9244","30746.100000000002"
"OB","01195","Polypropylene 4/0 HR-17 75cm REF 9233","30746.100000000002"
"OB","01196","Silk 0 HRG-38 75cm REF 6346","27056.399999999998"
"OB","01197","SILK 1 HRG-38 90CM REF 6347N","27056.400000000005"
"OB","01198","Silk 2/0 HR-27 75 Cm REF 610","22321.6"
"OB","01199","Silk 3/0 HR-22 75cm REF 607","22321.600000000002"
"OB","01200","Silk 4/0 HR-17 75 cm REF 604","22321.600000000002"
"OB","01201","Ambroxol 15 mg/5 ml syr","2967.3"
"OB","01202","Erysanbe 200 mg Tablet","136500.0"
"OB","01203","Formyco Cream","15424.5"
"OB","01204","Epexol 30 Tablet","78617.30769230769"
"OB","01205","Minyak Angin 18 ml","16100.0"
"OB","01206","Minyak Angin 8 ml","11500.0"
"OB","01207","Bye Bye Fever Anak","42500.0"
"OB","01208","Salonpas Gel 30gr","8605.0"
"OB","01209","Mixagrip Flu","38000.0"
"OB","01210","Hand Body Natur E 100ml","8800.0"
"OB","01211","Minyak Angin kakaktua","7650.0"
"OB","01212","Hansaplast Jumbo","13000.0"
"OB","01213","Salbutamol 2mg Tab","7058.675"
"OB","01214","Trinordiol 28 Limas","14965.0"
"OB","01215","Notrotam 1200","105300.0"
"OB","01216","Lantiflam 50","62100.0"
"OB","01217","Fludane Plus Syrup 60ml","10500.0"
"OB","01218","Emineton 10","133000.0"
"OB","01219","Osfit DHA 3 Blist","98800.0"
"OB","01220","Serum Favirab","442103.75"
"OB","01221","Vaksin Verorab 0.5ml","163333.8346456693"
"OB","01222","Besmed Masker Nebulizer Anak ","28000.0"
"OB","01223","CATGUT CHROMIC 3/0 + NEEDLE ","118162.0"
"OB","01224","Gunting Tali Pusat","15361.8"
"OB","01225","CHLORETHYL","109091.0"
"OB","01226","Glibenclamid 5mg ( INF )","11455.0"
"OB","01227","Botol plastik 100ml (DO)","762.5"
"OB","01228","Indoreagent Giemsa 100 ml","360000.0"
"OB","01229","Indoreagent Benedict 100 ml","37500.0"
"OB","01230","Assistant Coverglass 20 x 20","28500.0"
"OB","01231","Indoreagent Ziehlnelseen IR","318750.0"
"OB","01232","Indoreagent Metanol pa IR","75000.0"
"OB","01233","alkohol 96 % Brataco","22727.28"
"OB","01234","Silk Black  4/0 W811 Ethicon","735420.0068"
"OB","01235","Kursi Tunggu 3 DDK","1250000.0"
"OB","01236","BioRad ID-Liss Coombs Card 4x12","3024000.0"
"OB","01237","Gunting Benang","16363.8"
"OB","01238","Assistant Haemocytometer ","680000.0"
"OB","01239","Pot 10 cc","750.0"
"OB","01240","Equispon Standar 80x50x10","30250.0"
"OB","01241","Urine Bag OM","2994.992379296375"
"OB","01242","Gluco Dr Biostrip AGS-50 ( Alat )","77500.0"
"OB","01243","Infusion Set Dewasa TR","8040.0"
"OB","01244","ID Bracelet Infant Yellow Hospilab","127500.0"
"OB","01245","Aroma Normal","89000.0"
"OB","01246","gip stone 1 kg","34000.0"
"OB","01247","Ocusol 500ml","135000.0"
"OB","01248","Blood Adm Set ","16155.875576036868"
"OB","01249","POUCHES GUSSETTED REELS  250mmx65mmx100m RS2510","775000.0"
"OB","01250","POUCHES FLAT REELS 200MMX200M RF 2020","595000.0"
"OB","01251","SEALING MACHINE","7500000.0"
"OB","01252","POUCHES FLAT REELS 50MMX200M RF5020","150000.0"
"OB","01253","Nova T","212000.0"
"OB","01254","EASY TOUCH Strip Glucosa ","108728.21257469738"
"OB","01255","Pincet Chirugis 14 cm ( Smic )","20800.0"
"OB","01256","Stetoscope Dewasa ","338850.0"
"OB","01257","Kertas ECG Sonomed","89285.71428571429"
"OB","01258","Imaging Plate+IP Cassette 35x43","2.34E7"
"OB","01259","Imaging Plate+IP Cassette 35x35","1.794E7"
"OB","01260","Bur Diamond Edenta Kode B","19800.0"
"OB","01261","Bur Diamond Meisinger A","17100.0"
"OB","01262","Solare 2 ml Syringe Anterior A2","270750.0"
"OB","01263","Cotton Roll Dispenser","60300.0"
"OB","01264","Cotton Roll Prodental","44000.0"
"OB","01265","C. Liquid","150000.0"
"OB","01266","Bein Lurus Pakistan","48000.0"
"OB","01267","Bur Diamond Edenta Kode A","19000.0"
"OB","01268","Hand Schoen Disposible Box","48000.0"
"OB","01269","Masker Evo Med Plus isi 25","33000.0"
"OB","01270","Galon Aqua","52000.0"
"OB","01271","Air Isi Ulang","15200.0"
"OB","01272","Rohto Visc ","70000.0"
"OB","01273","Eyesh/ Dop Mata","7000.0"
"OB","01274","Hibicet Larutan","0.0"
"OB","01275","Rohto Hyron 1 ml","268182.0"
"OB","01276","Bur Diamond Meisinger B","0.0"
"OB","01277","IOL RP-12","90000.0"
"OB","01278","IOL Anterior  RA-25 +15.0 D Rohto","165000.0"
"OB","01279","IOL Foldable + Cartridge Dispo Inj","520666.0499537465"
"OB","01280","Kasur Patah 1","775000.0"
"OB","01281","Kasur Patah 3","766666.6666666666"
"OB","01282","Alumunium Axilla Crutch Size M SM 8061M","125000.0"
"OB","01283","Pouches Flat Reels 100mmx200m RF1020","297500.0"
"OB","01284","Pouches Flat Reels 400x200m RF 4020","1192500.0"
"OB","01285","Nierbeken 20 cm","22727.0"
"OB","01286","Com Betadine 10 cm","10000.0"
"OB","01287","Silk 4/0 TS-19 75 cm Ref 647","22321.6"
"OB","01288","Plain 4/0 TS-19 75 cm Ref 255","23674.699999999997"
"OB","01289","Polypropylene 3/0 TS-19 75 cm Ref 9554","30746.100000000002"
"OB","01290","BioRad ID- Centrifuge 12 S II","4.68E7"
"OB","01291","BioRad ID- Incubator 37 S II","4.68E7"
"OB","01292","BioRad ID- Dispenser (Red)","7920000.0"
"OB","01293","Centron Electric Tube Sealer SE250","4.1472E7"
"OB","01294","Handschoon Orthopedi No. 6.5 WRP","18275.0"
"OB","01295","Handschoon Orthopedi No. 7.5 WRP","18275.0"
"OB","01296","Nald Hecting SE-MH 21","86520.0"
"OB","01297","Nald Hecting SE MH 28","86520.0"
"OB","01298","Nald Hecting SE MH 32","92700.0"
"OB","01299","Pahsco Feeding tube Fr 10","10350.0"
"OB","01300","EASY TOUCH Strip Cholesterol ","199978.8439168385"
"OB","01301","EASY TOUCH Strip Urid Acid","82208.96595141196"
"OB","01302","Thorax Trocar 24","150909.0"
"OB","01303","Thorax Trocar FG 28","150909.0"
"OB","01304","Thorax Trocar FG 32","150909.0"
"OB","01305","Tensimeter Aneroid MI-1001 (GEA)","58066.666666666664"
"OB","01306","Aseptic Gel 500cc + Dispenser OM","26500.0"
"OB","01307","Plastik Klep 10x7","51363.72727272727"
"OB","01308","Conforming Bandage 1 inchx4.1yard","21375.0"
"OB","01309","Twiss Off","10650.0"
"OB","01310","ECG Paper 90mm x 90mm ( Schiller AT 1)","75607.5"
"OB","01311","Kertas Thermograf","2476050.0"
"OB","01312","Feeding Tube FR 5","13860.0"
"OB","01313","Equiwax 2.5 g EW","33000.0"
"OB","01314","Nylon 10/0 2xTSP-6 REf 584560","101462.2"
"OB","01315","Masker Nebulizer Dewasa (GEA)","25455.0"
"OB","01316","Barium Sulfat Pro R 1 Kg","685454.55"
"OB","01317","Masker Nebulizer Pedriatik","29998.5"
"OB","01318","Feeding Tube FR 8","8840.7"
"OB","01319","Feeding Tube 10","11050.0"
"OB","01320","Vaksin Flubio","93562.5"
"OB","01321","Malathion 1200 UL","109652.85714285714"
"OB","01322","Facemask Tie On Hospilab (H-121)","56250.0"
"OB","01323","Gluco DR Bio Sensor ( Alat )","181818.0"
"OB","01324","Strip Urid Acid","91000.0"
"OB","01325","Polydex MD","23320.0"
"OB","01326","Sarung Tangan Penyemprotan Fogging","24545.454299999994"
"OB","01327","Tas GlucoDR","75000.0"
"OB","01328","Gluco DR Bio Sensor ( Strip )","140909.0"
"OB","01329","Blood Lancet 28 G","12363.0"
"OB","01330","Assucryl 1 HRG 40 100cm Ref 43417H","43044.4"
"OB","01331","Microscope slide 7105 Bisa Tulis","12727.0"
"OB","01332","Spuit 50cc Lubang Tepi","15900.0"
"OB","01333","Pisau Operasi No.10 ( Aesculap )","172727.0"
"OB","01334","Pisau Operasi No. 15 ( Aesculap )","360000.0"
"OB","01335","Pisau Operasi No. 22 ( Aesculap )","300000.0"
"OB","01336","Ambroxol 30mg Tablet","10790.1"
"OB","01337","Intec AMP Card 40 S","768000.0"
"OB","01338","Vcare AMP Casette 40 S","956250.0"
"OB","01339","Penlight SS","25349.5"
"OB","01340","Partus Set","262121.0"
"OB","01341","Regulator O2 ( SHARP )","1000000.0"
"OB","01342","Combivent 2.5 ml UDV","235620.0"
"OB","01343","Dulcolax 5 mg ECT","182520.0"
"OB","01344","Betahistin 6 mg","13860.0"
"OB","01345","Suction Pump YBDX238","2272726.0"
"OB","01346","Examinatio Bed PC SM 9021 A","1614600.0"
"OB","01347","Kasur Khusus Tanpa Patahan","600000.0"
"OB","01348","Surgical Mask Tie On 3 Ply","23305.454545454544"
"OB","01349","CTM Tablet","10702.772695000001"
"OB","01350","Natrium Bikarbonat","14680.0"
"OB","01351","Silk 5/0 TS-15 75 cm REF 6532","22321.600000000002"
"OB","01352","Equispon Standar 70x50x10","30250.0"
"OB","01353","ATS 1.500 UI","146250.0"
"OB","01354","Lotus Thermometer Air Raksa ","7727.0"
"OB","01355","Masker Nebulizer Anak","16364.0"
"OB","01356","Guedel Airway No 5","13637.0"
"OB","01357","Tromol Gass No. 15 cm","215000.0"
"OB","01358","Pot 20 CC","749.9619192688499"
"OB","01359","Stetoscope Dual Head Adult SF -200","20002.9741912322"
"OB","01360","Meloxicam 15 mg","34335.0"
"OB","01361","Citicoline In 125mg/ml","126000.0"
"OB","01362","Ketoprofen Tab","103091.2"
"OB","01363","Piracetam Inj 1g/5ml","42840.0"
"OB","01364","Dumin Rectal Tube 125mg/2.5ml","64130.0"
"OB","01365","Decain 4ml","261000.0"
"OB","01366","Spuit 0.5 ml","1230.9"
"OB","01367","Alinamin F Inj","68057.0"
"OB","01368","Polypropylene 3/0 2xHR 20 90cm Ref 98754N","61492.899999999994"
"OB","01369","Polypropylene 4/0 2xHR-17 90 cm REF 9873 N","61492.9"
"OB","01370","Rigid Adjustable Collar UK M","167400.0"
"OB","01371","Rigid Adjustable Collar UK L","167400.0"
"OB","01372","Deluxe Double Bowl Stand SM 9033D","1049880.0"
"OB","01373","Adult Partial Rebreathing Mask","25600.0"
"OB","01374","Nierbeken 23 Cm","20000.0"
"OB","01375","Hepatitis B Rekombinan 1 ml","63000.0"
"OB","01376","Conforming Bandage 1 inchx4.1yard (PCS)","1959.38"
"OB","01377","Cool Chain 12 ltr AC/DC","1534091.0"
"OB","01378","Ultrasoundgel 5 ltr","156640.0"
"OB","01379","Blood Pressure Mont HEM-7203","430000.0"
"OB","01380","Disposafe Box Cap 5 lt ( Safety Box )","29300.0"
"OB","01381","Gastrul tablet","285000.0"
"OB","01382","Xylocaine 10% Spray","271233.0"
"OB","01383","Gabapentin Kap 300 mg","126000.0"
"OB","01384","Aquasonic 5 ltr","400000.0"
"OB","01385","Softaman 500 ml","73500.0"
"OB","01386","Neurodex Film Coat","120000.0"
"OB","01387","Hygrometer + Thermo","650000.0"
"OB","01388","Hygrometer + Thermo Digital","277273.0"
"OB","01389","Pouches Gussetted Reels 100mmx50mmx100m RF1010","508000.0"
"OB","01390","Pouches Gussetted Reels 200mmx50mmx100m RS2010","665000.0"
"OB","01391","Minor Set ","409090.90905"
"OB","01392","Stetoscope Adult","316400.0"
"OB","01393","Crocodil","90000.0"
"OB","01394","4.5 Cortex Screw L.18 mm","43200.0"
"OB","01395","4.5 Cortex Screw L.22 mm","43200.0"
"OB","01396","4.5 Cortex Screw L.24 mm","43200.0"
"OB","01397","4.5 Cortex Screw L.26 mm","43200.0"
"OB","01398","4.5 Cortex Screw L.28 mm","43200.0"
"OB","01399","4.5 Cortex Screw L.30 mm","43200.0"
"OB","01400","4.5 Cortex Screw L.32 mm","43200.0"
"OB","01401","Broad DCP 9 H","396000.0"
"OB","01402","Narrow DCP 8 H","360000.0"
"OB","01403","K-wire dia 1.2x250 mm","45000.0"
"OB","01404","K-wire dia 1.5x250 mm","45000.0"
"OB","01405","Drill Bit dia 3.2mm","600000.0"
"OB","01406","Kalium Diklofenak 50mg","33453.9"
"OB","01407","Kalnex 500 mg","266000.0"
"OB","01408","Efrisel 10% 5ml","13423.98403483309"
"OB","01409","Pantocain 0.5 % 5ml","10670.0"
"OB","01410","Film DI-HT 20X25 CM","1050000.0"
"OB","01411","Digital Autoclave HVE 50","7.8148E7"
"OB","01412","Chart Proyektor","1200000.0"
"OB","01413","Operating Mikroskop","1000000.0"
"OB","01414","Autoclave S/S  75 LT GEA LS-75 LJ","1.5005455E7"
"OB","01415","Opthalmoscope","1000000.0"
"OB","01416","Autolens","1850000.0"
"OB","01417","Autorefaktometer","2100000.0"
"OB","01418","Biometri","2100000.0"
"OB","01419","Mesin Phaco","1450000.0"
"OB","01420","Pouches Flat Reels 300mmx200m Rf3020","895000.0"
"OB","01421","Pouches Gussetted Reels 400mmx80mmx100m RS4010","1422500.0"
"OB","01422","Pouches Gussetted Reels 300mmx65mmx100m RS3010","972500.0"
"OB","01423","Inka Kassa 40x80 ptg 5","110000.0"
"OB","01424","Leukofix 2136 (01.5x10)","13156.92"
"OB","01425","Hypafix 15cmx5m","129017.12000000001"
"OB","01426","Assucryl 8/0 2xTSP 6 45cm Ref 484588","106073.79999999999"
"OB","01427","Pahsco Cannula Oxygen Adult","12800.0"
